==================================================================================================
                      Magnetopause Position Analysis
==================================================================================================
 Time(min)  Nose_Dist(Re)  Subsolar_Dist(Re)  Nose_X(Re)   Nose_Y(Re)   Nose_Z(Re)  Deviation(Re)
   2438.00          7.4887          8.2000          6.2000         -4.2000          0.0000          4.2000
   2439.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   2440.00          7.6158          7.8000          7.4000         -1.8000          0.0000          1.8000
   2441.00          7.4673          7.8000          7.4000         -1.0000          0.0000          1.0000
   2442.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   2443.00          7.8638          8.2000          7.8000         -1.0000          0.0000          1.0000
   2444.00          8.1043          8.2000          7.8000         -2.2000          0.0000          2.2000
   2445.00          8.0050          8.2000          7.8000         -1.8000          0.0000          1.8000
   2446.00          7.9649          8.2000          7.0000         -3.8000          0.0000          3.8000
   2447.00          7.9649          8.2000          7.0000         -3.8000          0.0000          3.8000
   2448.00          8.1043          8.2000          7.8000         -2.2000          0.0000          2.2000
   2449.00          7.8230          8.2000          6.6000         -4.2000          0.0000          4.2000
   2450.00          8.3187          8.6000          8.2000         -1.4000          0.0000          1.4000
   2451.00          8.6023          8.6000          8.2000         -2.6000          0.0000          2.6000
   2452.00          8.6023          8.6000          8.6000         -0.2000          0.0000          0.2000
   2453.00          8.4900          8.6000          8.2000         -2.2000          0.0000          2.2000
   2454.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   2455.00          7.9246          8.2000          7.8000         -1.4000          0.0000          1.4000
   2456.00          8.0050          8.2000          7.8000         -1.8000          0.0000          1.8000
   2457.00          8.3762          8.6000          7.0000         -4.6000          0.0000          4.6000
   2458.00          8.6023          8.6000          8.6000         -0.2000          0.0000          0.2000
   2459.00          8.7864          9.0000          8.6000         -1.8000          0.0000          1.8000
   2460.00          8.7864          9.0000          8.6000         -1.8000          0.0000          1.8000
   2461.00          8.7132          9.0000          8.6000         -1.4000          0.0000          1.4000
   2462.00          8.4900          8.6000          8.2000         -2.2000          0.0000          2.2000
   2463.00          8.3952          8.6000          8.2000         -1.8000          0.0000          1.8000
   2464.00          8.1437          8.6000          7.4000         -3.4000          0.0000          3.4000
   2465.00          8.4900          8.6000          8.2000         -2.2000          0.0000          2.2000
   2466.00          8.6023          8.6000          8.2000         -2.6000          0.0000          2.6000
   2467.00          8.4900          8.6000          8.2000         -2.2000          0.0000          2.2000
   2468.00          8.2024          8.2000          8.2000         -0.2000          0.0000          0.2000
   2469.00          8.1043          8.2000          7.8000         -2.2000          0.0000          2.2000
   2470.00          7.9850          8.2000          7.4000         -3.0000          0.0000          3.0000
   2471.00          8.0050          8.2000          7.8000         -1.8000          0.0000          1.8000
   2472.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   2473.00          7.6158          7.8000          7.4000         -1.8000          0.0000          1.8000
   2474.00          7.5313          7.8000          7.4000         -1.4000          0.0000          1.4000
   2475.00          7.4027          7.4000          7.4000         -0.2000          0.0000          0.2000
   2476.00          7.3376          7.4000          7.0000          0.0000          2.2000          2.2000
   2477.00          7.2277          7.4000          7.0000          0.0000          1.8000          1.8000
   2478.00          7.7201          8.2000          7.4000          0.0000          2.2000          2.2000
   2479.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   2480.00          7.7201          7.8000          7.4000          0.0000          2.2000          2.2000
   2481.00          8.1043          8.2000          7.8000          0.0000          2.2000          2.2000
   2482.00          7.8435          8.2000          7.4000          0.0000          2.6000          2.6000
   2483.00          7.9246          8.2000          7.8000         -1.4000          0.0000          1.4000
   2484.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   2485.00          7.4027          7.4000          7.4000          0.0000         -0.2000          0.2000
   2486.00          7.2277          7.4000          7.0000          0.0000          1.8000          1.8000
   2487.00          7.2277          7.4000          7.0000          0.0000          1.8000          1.8000
   2488.00          7.4027          7.4000          7.4000         -0.2000          0.0000          0.2000
   2489.00          7.7201          7.8000          7.4000          0.0000          2.2000          2.2000
   2490.00          7.7201          7.8000          7.4000          0.0000          2.2000          2.2000
   2491.00          7.6158          7.8000          7.0000          0.0000          3.0000          3.0000
   2492.00          7.6158          7.8000          6.6000          0.0000          3.8000          3.8000
   2493.00          7.6158          7.8000          7.0000          0.0000          3.0000          3.0000
   2494.00          7.6158          7.8000          7.4000         -1.8000          0.0000          1.8000
   2495.00          7.6158          7.8000          7.0000          0.0000          3.0000          3.0000
   2496.00          7.7201          7.8000          7.4000          0.0000          2.2000          2.2000
   2497.00          7.6158          7.8000          7.0000          0.0000          3.0000          3.0000
   2498.00          7.5313          7.8000          7.4000         -1.4000          0.0000          1.4000
   2499.00          7.5313          7.8000          7.4000         -1.4000          0.0000          1.4000
   2500.00          7.5313          7.8000          7.4000         -1.4000          0.0000          1.4000
   2501.00          7.6158          7.8000          6.6000          0.0000          3.8000          3.8000
   2502.00          7.6158          7.8000          7.0000          0.0000          3.0000          3.0000
   2503.00          7.6158          7.8000          6.6000          0.0000          3.8000          3.8000
   2504.00          7.6158          7.8000          6.6000          0.0000          3.8000          3.8000
   2505.00          7.4027          7.8000          5.8000         -4.6000          0.0000          4.6000
   2506.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   2507.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   2508.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   2509.00          7.7201          7.8000          6.2000         -4.6000          0.0000          4.6000
   2510.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   2511.00          7.7201          7.8000          6.2000         -4.6000          0.0000          4.6000
   2512.00          7.7201          7.8000          7.4000          0.0000          2.2000          2.2000
   2513.00          7.7820          7.8000          7.0000          0.0000          3.4000          3.4000
   2514.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   2515.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   2516.00          7.8230          8.2000          7.8000         -0.6000          0.0000          0.6000
   2517.00          7.9246          8.2000          7.8000         -1.4000          0.0000          1.4000
   2518.00          7.9850          8.2000          7.4000          0.0000          3.0000          3.0000
   2519.00          8.1043          8.2000          7.8000          0.0000          2.2000          2.2000
   2520.00          8.0050          8.2000          7.8000         -1.8000          0.0000          1.8000
   2521.00          7.9246          8.2000          7.8000         -1.4000          0.0000          1.4000
   2522.00          7.9246          8.2000          7.8000         -1.4000          0.0000          1.4000
   2523.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   2524.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   2525.00          7.7201          8.2000          6.2000          0.0000          4.6000          4.6000
   2526.00          7.7201          8.2000          6.2000          0.0000          4.6000          4.6000
   2527.00          7.7201          8.2000          7.4000          0.0000          2.2000          2.2000
   2528.00          7.8435          8.2000          7.4000          0.0000          2.6000          2.6000
   2529.00          7.8435          8.2000          7.4000          0.0000          2.6000          2.6000
   2530.00          7.7820          8.2000          7.0000          0.0000          3.4000          3.4000
   2531.00          7.7820          8.2000          7.0000          0.0000          3.4000          3.4000
   2532.00          7.6158          8.2000          6.6000          0.0000          3.8000          3.8000
   2533.00          7.6158          8.2000          7.0000          0.0000          3.0000          3.0000
   2534.00          7.7201          8.2000          7.4000          0.0000          2.2000          2.2000
   2535.00          7.7201          8.2000          7.4000          0.0000          2.2000          2.2000
   2536.00          7.7201          8.2000          7.4000          0.0000          2.2000          2.2000
   2537.00          7.6158          8.2000          7.0000          0.0000          3.0000          3.0000
   2538.00          7.6158          7.8000          6.6000          0.0000          3.8000          3.8000
   2539.00          7.2498          7.8000          6.6000          0.0000          3.0000          3.0000
   2540.00          6.9340          7.4000          5.8000          0.0000          3.8000          3.8000
   2541.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2542.00          6.0465          6.6000          5.0000          0.0000          3.4000          3.4000
   2543.00          7.1610          7.4000          5.8000          0.0000          4.2000          4.2000
   2544.00          6.9340          7.4000          5.8000          0.0000          3.8000          3.8000
   2545.00          6.7941          7.0000          5.0000          0.0000          4.6000          4.6000
   2546.00          6.0465          6.6000          5.0000          0.0000          3.4000          3.4000
   2547.00          6.4560          6.6000          6.2000         -1.8000          0.0000          1.8000
   2548.00          6.2290          6.6000          4.2000          0.0000          4.6000          4.6000
   2549.00          6.5054          6.6000          4.6000          0.0000          4.6000          4.6000
   2550.00          5.9397          6.2000          4.2000          0.0000          4.2000          4.2000
   2551.00          5.8034          5.8000          5.8000         -0.2000          0.0000          0.2000
   2552.00          5.8034          5.8000          5.8000         -0.2000          0.0000          0.2000
   2553.00          5.8034          5.8000          5.8000         -0.2000          0.0000          0.2000
   2554.00          5.7201          5.8000          4.6000          0.0000          3.4000          3.4000
   2555.00          5.8310          6.2000          5.0000          0.0000          3.0000          3.0000
   2556.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2557.00          6.3561          6.6000          5.8000          0.0000          2.6000          2.6000
   2558.00          6.2032          6.2000          6.2000         -0.2000          0.0000          0.2000
   2559.00          6.2290          6.6000          6.2000         -0.6000          0.0000          0.6000
   2560.00          6.4560          6.6000          6.2000         -1.8000          0.0000          1.8000
   2561.00          6.2801          6.6000          6.2000         -1.0000          0.0000          1.0000
   2562.00          5.9666          6.2000          4.6000          0.0000          3.8000          3.8000
   2563.00          5.6639          5.8000          4.2000          0.0000          3.8000          3.8000
   2564.00          5.5785          5.8000          5.4000         -1.4000          0.0000          1.4000
   2565.00          5.8034          5.8000          5.8000         -0.2000          0.0000          0.2000
   2566.00          5.8034          5.8000          5.8000         -0.2000          0.0000          0.2000
   2567.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2568.00          6.2801          7.0000          5.0000          0.0000          3.8000          3.8000
   2569.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2570.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2571.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2572.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2573.00          6.6030          6.6000          5.4000          0.0000          3.8000          3.8000
   2574.00          6.3812          7.0000          5.4000         -3.4000          0.0000          3.4000
   2575.00          6.9570          7.0000          6.6000         -2.2000          0.0000          2.2000
   2576.00          6.4560          7.0000          6.2000         -1.8000          0.0000          1.8000
   2577.00          6.6030          7.0000          5.4000         -3.8000          0.0000          3.8000
   2578.00          6.6272          7.4000          6.6000         -0.6000          0.0000          0.6000
   2579.00          7.0029          7.0000          7.0000         -0.2000          0.0000          0.2000
   2580.00          6.9570          7.0000          6.6000         -2.2000          0.0000          2.2000
   2581.00          6.9570          7.0000          6.6000         -2.2000          0.0000          2.2000
   2582.00          6.6272          7.0000          6.6000         -0.6000          0.0000          0.6000
   2583.00          6.5788          6.6000          6.2000         -2.2000          0.0000          2.2000
   2584.00          6.3561          6.6000          5.8000         -2.6000          0.0000          2.6000
   2585.00          6.7469          7.0000          6.6000         -1.4000          0.0000          1.4000
   2586.00          6.8411          7.0000          5.4000         -4.2000          0.0000          4.2000
   2587.00          6.7469          7.0000          6.6000         -1.4000          0.0000          1.4000
   2588.00          6.7469          7.0000          6.6000         -1.4000          0.0000          1.4000
   2589.00          6.7469          7.0000          6.6000         -1.4000          0.0000          1.4000
   2590.00          6.7469          7.0000          6.6000         -1.4000          0.0000          1.4000
   2591.00          6.6753          7.0000          6.6000         -1.0000          0.0000          1.0000
   2592.00          6.5788          6.6000          6.2000          0.0000          2.2000          2.2000
   2593.00          6.0729          6.2000          5.8000          0.0000          1.8000          1.8000
   2594.00          6.2032          6.6000          5.8000          0.0000          2.2000          2.2000
   2595.00          6.2801          6.6000          6.2000         -1.0000          0.0000          1.0000
   2596.00          6.2801          6.6000          5.0000          0.0000          3.8000          3.8000
   2597.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2598.00          6.2801          6.6000          5.0000          0.0000          3.8000          3.8000
   2599.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2600.00          6.2801          7.0000          5.0000          0.0000          3.8000          3.8000
   2601.00          6.2290          7.0000          4.6000          0.0000          4.2000          4.2000
   2602.00          6.2801          7.0000          5.0000          0.0000          3.8000          3.8000
   2603.00          6.2801          7.0000          5.0000          0.0000          3.8000          3.8000
   2604.00          6.2290          6.6000          4.6000          0.0000          4.2000          4.2000
   2605.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2606.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2607.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2608.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2609.00          5.9933          6.6000          5.4000          0.0000          2.6000          2.6000
   2610.00          5.9933          6.6000          5.4000          0.0000          2.6000          2.6000
   2611.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2612.00          5.9933          6.6000          5.4000          0.0000          2.6000          2.6000
   2613.00          5.9666          6.2000          5.8000         -1.4000          0.0000          1.4000
   2614.00          6.0729          6.6000          5.8000          0.0000          1.8000          1.8000
   2615.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2616.00          5.8856          6.2000          5.8000         -1.0000          0.0000          1.0000
   2617.00          6.0729          6.6000          5.8000          0.0000          1.8000          1.8000
   2618.00          6.2032          6.6000          5.8000          0.0000          2.2000          2.2000
   2619.00          6.2032          6.6000          5.8000          0.0000          2.2000          2.2000
   2620.00          6.2032          6.6000          5.8000          0.0000          2.2000          2.2000
   2621.00          6.2290          6.6000          6.2000         -0.6000          0.0000          0.6000
   2622.00          6.2032          6.2000          6.2000         -0.2000          0.0000          0.2000
   2623.00          6.2032          6.6000          5.8000          0.0000          2.2000          2.2000
   2624.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2625.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2626.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2627.00          6.3561          7.0000          5.8000          0.0000          2.6000          2.6000
   2628.00          6.3561          7.0000          5.8000          0.0000          2.6000          2.6000
   2629.00          6.5299          7.0000          5.8000          0.0000          3.0000          3.0000
   2630.00          6.3561          7.0000          5.8000          0.0000          2.6000          2.6000
   2631.00          6.2801          6.6000          6.2000         -1.0000          0.0000          1.0000
   2632.00          6.5299          7.4000          5.0000          0.0000          4.2000          4.2000
   2633.00          7.2498          7.8000          6.6000          0.0000          3.0000          3.0000
   2634.00          7.0711          7.8000          6.2000          0.0000          3.4000          3.4000
   2635.00          6.7231          7.4000          6.2000          0.0000          2.6000          2.6000
   2636.00          7.2277          7.8000          7.0000          0.0000          1.8000          1.8000
   2637.00          7.6158          8.2000          7.4000          0.0000          1.8000          1.8000
   2638.00          7.7201          8.2000          7.4000          0.0000          2.2000          2.2000
   2639.00          7.8638          8.2000          7.8000         -1.0000          0.0000          1.0000
   2640.00          7.6158          8.2000          6.6000          0.0000          3.8000          3.8000
   2641.00          7.6158          8.2000          6.6000          0.0000          3.8000          3.8000
   2642.00          7.6158          8.2000          7.0000          0.0000          3.0000          3.0000
   2643.00          7.6158          8.2000          6.6000          0.0000          3.8000          3.8000
   2644.00          7.7201          8.6000          6.2000          0.0000          4.6000          4.6000
   2645.00          7.7820          8.2000          7.0000          0.0000          3.4000          3.4000
   2646.00          7.7820          8.2000          7.0000          0.0000          3.4000          3.4000
   2647.00          7.7201          8.2000          6.2000          0.0000          4.6000          4.6000
   2648.00          7.7820          8.2000          7.0000          0.0000          3.4000          3.4000
   2649.00          7.9649          8.2000          7.0000          0.0000          3.8000          3.8000
   2650.00          7.2498          7.8000          6.6000          0.0000          3.0000          3.0000
   2651.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2652.00          6.7231          7.0000          6.2000          0.0000          2.6000          2.6000
   2653.00          6.8411          7.0000          6.6000         -1.8000          0.0000          1.8000
   2654.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2655.00          6.8411          7.0000          6.6000          0.0000          1.8000          1.8000
   2656.00          6.6030          6.6000          6.6000         -0.2000          0.0000          0.2000
   2657.00          6.3812          7.0000          5.4000         -3.4000          0.0000          3.4000
   2658.00          6.8411          7.4000          5.4000          0.0000          4.2000          4.2000
   2659.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2660.00          6.5299          7.4000          5.0000          0.0000          4.2000          4.2000
   2661.00          6.6030          7.4000          5.4000          0.0000          3.8000          3.8000
   2662.00          6.6030          7.4000          5.4000          0.0000          3.8000          3.8000
   2663.00          6.5299          7.4000          5.0000          0.0000          4.2000          4.2000
   2664.00          7.0711          7.8000          5.0000          0.0000          5.0000          5.0000
   2665.00          7.5313          7.8000          7.4000         -1.4000          0.0000          1.4000
   2666.00          7.4027          7.4000          7.4000         -0.2000          0.0000          0.2000
   2667.00          7.2277          7.4000          7.0000         -1.8000          0.0000          1.8000
   2668.00          7.1386          7.4000          7.0000         -1.4000          0.0000          1.4000
   2669.00          7.0937          7.4000          6.6000          0.0000          2.6000          2.6000
   2670.00          6.7231          7.0000          6.2000          0.0000          2.6000          2.6000
   2671.00          6.6030          6.6000          6.6000         -0.2000          0.0000          0.2000
   2672.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2673.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2674.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2675.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2676.00          6.6030          6.6000          6.6000         -0.2000          0.0000          0.2000
   2677.00          6.5788          6.6000          6.2000          0.0000          2.2000          2.2000
   2678.00          6.6030          6.6000          6.6000         -0.2000          0.0000          0.2000
   2679.00          6.7469          7.0000          6.6000         -1.4000          0.0000          1.4000
   2680.00          6.8411          7.0000          6.6000         -1.8000          0.0000          1.8000
   2681.00          6.8877          7.0000          6.2000          0.0000          3.0000          3.0000
   2682.00          6.8877          7.0000          6.2000          0.0000          3.0000          3.0000
   2683.00          7.0029          7.0000          7.0000         -0.2000          0.0000          0.2000
   2684.00          7.0029          7.0000          7.0000         -0.2000          0.0000          0.2000
   2685.00          7.0029          7.0000          7.0000         -0.2000          0.0000          0.2000
   2686.00          6.8877          7.0000          6.2000          0.0000          3.0000          3.0000
   2687.00          6.8411          7.0000          6.6000         -1.8000          0.0000          1.8000
   2688.00          6.8877          7.0000          6.2000          0.0000          3.0000          3.0000
   2689.00          6.8411          7.0000          5.4000          0.0000          4.2000          4.2000
   2690.00          6.6753          7.0000          6.6000         -1.0000          0.0000          1.0000
   2691.00          6.5299          6.6000          5.8000          0.0000          3.0000          3.0000
   2692.00          6.0465          6.2000          5.0000          0.0000          3.4000          3.4000
   2693.00          6.2032          6.2000          6.2000         -0.2000          0.0000          0.2000
   2694.00          6.4560          6.6000          6.2000         -1.8000          0.0000          1.8000
   2695.00          6.3561          6.6000          5.8000          0.0000          2.6000          2.6000
   2696.00          6.2032          6.2000          6.2000         -0.2000          0.0000          0.2000
   2697.00          6.8877          7.4000          6.2000          0.0000          3.0000          3.0000
   2698.00          6.8411          7.0000          5.4000          0.0000          4.2000          4.2000
   2699.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2700.00          6.5299          6.6000          5.0000          0.0000          4.2000          4.2000
   2701.00          6.5299          7.0000          5.8000          0.0000          3.0000          3.0000
   2702.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2703.00          6.6030          6.6000          6.6000         -0.2000          0.0000          0.2000
   2704.00          6.3561          6.6000          5.8000          0.0000          2.6000          2.6000
   2705.00          6.7941          7.4000          5.0000          0.0000          4.6000          4.6000
   2706.00          6.8411          7.0000          5.4000          0.0000          4.2000          4.2000
   2707.00          6.2290          6.6000          4.6000          0.0000          4.2000          4.2000
   2708.00          6.1774          6.6000          5.4000          0.0000          3.0000          3.0000
   2709.00          6.4560          7.0000          6.2000          0.0000          1.8000          1.8000
   2710.00          6.3812          7.0000          5.4000          0.0000          3.4000          3.4000
   2711.00          6.2801          6.6000          5.0000          0.0000          3.8000          3.8000
   2712.00          6.2290          6.6000          6.2000         -0.6000          0.0000          0.6000
   2713.00          6.2801          6.6000          6.2000         -1.0000          0.0000          1.0000
   2714.00          6.6030          6.6000          6.6000         -0.2000          0.0000          0.2000
   2715.00          6.6030          6.6000          6.6000         -0.2000          0.0000          0.2000
   2716.00          6.6030          6.6000          6.6000         -0.2000          0.0000          0.2000
   2717.00          6.8411          7.0000          6.6000          0.0000          1.8000          1.8000
   2718.00          6.8877          7.0000          6.2000          0.0000          3.0000          3.0000
   2719.00          6.9340          7.4000          5.8000          0.0000          3.8000          3.8000
   2720.00          7.4887          7.8000          6.2000          0.0000          4.2000          4.2000
   2721.00          7.4027          7.8000          5.8000          0.0000          4.6000          4.6000
   2722.00          7.2719          7.8000          6.2000          0.0000          3.8000          3.8000
   2723.00          7.1610          7.4000          5.8000          0.0000          4.2000          4.2000
   2724.00          7.2498          7.4000          6.6000          0.0000          3.0000          3.0000
   2725.00          7.0257          7.4000          7.0000         -0.6000          0.0000          0.6000
   2726.00          6.5299          7.0000          5.8000          0.0000          3.0000          3.0000
   2727.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2728.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2729.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2730.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2731.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2732.00          6.3812          7.0000          5.4000          0.0000          3.4000          3.4000
   2733.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2734.00          6.8411          7.4000          5.4000          0.0000          4.2000          4.2000
   2735.00          6.7941          7.4000          5.0000          0.0000          4.6000          4.6000
   2736.00          6.7941          7.4000          5.0000          0.0000          4.6000          4.6000
   2737.00          6.8411          7.4000          5.4000          0.0000          4.2000          4.2000
   2738.00          6.7231          7.4000          5.8000          0.0000          3.4000          3.4000
   2739.00          6.7231          7.4000          5.8000          0.0000          3.4000          3.4000
   2740.00          6.7231          7.4000          5.8000          0.0000          3.4000          3.4000
   2741.00          6.9340          7.4000          5.8000          0.0000          3.8000          3.8000
   2742.00          7.0711          7.4000          5.0000          0.0000          5.0000          5.0000
   2743.00          6.8411          7.4000          5.4000          0.0000          4.2000          4.2000
   2744.00          6.7941          7.4000          5.0000          0.0000          4.6000          4.6000
   2745.00          6.2801          7.0000          5.0000          0.0000          3.8000          3.8000
   2746.00          6.3812          7.0000          5.4000          0.0000          3.4000          3.4000
   2747.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2748.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2749.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2750.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2751.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2752.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2753.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2754.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2755.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2756.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2757.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2758.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2759.00          6.2801          6.6000          5.0000          0.0000          3.8000          3.8000
   2760.00          6.5299          6.6000          5.0000          0.0000          4.2000          4.2000
   2761.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2762.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2763.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2764.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2765.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2766.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2767.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2768.00          6.7231          7.4000          5.8000          0.0000          3.4000          3.4000
   2769.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2770.00          6.8411          7.0000          5.4000          0.0000          4.2000          4.2000
   2771.00          6.8411          7.0000          5.4000          0.0000          4.2000          4.2000
   2772.00          6.7231          7.0000          5.8000          0.0000          3.4000          3.4000
   2773.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2774.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2775.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2776.00          6.6030          7.0000          5.4000          0.0000          3.8000          3.8000
   2777.00          6.3812          7.0000          5.4000          0.0000          3.4000          3.4000
   2778.00          6.2801          6.6000          5.0000          0.0000          3.8000          3.8000
   2779.00          6.2801          7.0000          5.0000          0.0000          3.8000          3.8000
   2780.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2781.00          6.2801          6.6000          5.0000          0.0000          3.8000          3.8000
   2782.00          6.2801          6.6000          5.0000          0.0000          3.8000          3.8000
   2783.00          6.2801          7.0000          5.0000          0.0000          3.8000          3.8000
   2784.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2785.00          6.6030          7.4000          5.4000          0.0000          3.8000          3.8000
   2786.00          6.7231          7.4000          5.8000          0.0000          3.4000          3.4000
   2787.00          6.6030          7.4000          5.4000          0.0000          3.8000          3.8000
   2788.00          6.5299          7.4000          5.0000          0.0000          4.2000          4.2000
   2789.00          6.7941          7.0000          5.0000          0.0000          4.6000          4.6000
   2790.00          6.7941          7.0000          5.0000          0.0000          4.6000          4.6000
   2791.00          6.5054          7.0000          4.6000          0.0000          4.6000          4.6000
   2792.00          6.5054          6.6000          4.6000          0.0000          4.6000          4.6000
   2793.00          6.2290          6.6000          4.6000          0.0000          4.2000          4.2000
   2794.00          6.2290          7.0000          4.6000          0.0000          4.2000          4.2000
   2795.00          6.5299          7.4000          5.0000          0.0000          4.2000          4.2000
   2796.00          6.5299          7.0000          5.0000          0.0000          4.2000          4.2000
   2797.00          6.2801          7.0000          5.0000          0.0000          3.8000          3.8000
   2798.00          6.2801          7.0000          5.0000          0.0000          3.8000          3.8000
   2799.00          6.3812          7.0000          5.4000          0.0000          3.4000          3.4000
   2800.00          6.6030          7.8000          5.4000          0.0000          3.8000          3.8000
   2801.00          8.6764          9.8000          7.8000          0.0000          3.8000          3.8000
   2802.00          9.0377         10.2000          8.2000          0.0000          3.8000          3.8000
   2803.00          8.8769          9.8000          8.2000          0.0000          3.4000          3.4000
   2804.00          8.8589          9.4000          7.8000          0.0000          4.2000          4.2000
   2805.00          8.5088          9.4000          7.8000          0.0000          3.4000          3.4000
   2806.00          8.7316          9.4000          8.2000          0.0000          3.0000          3.0000
   2807.00          8.7132          9.0000          8.6000          0.0000          1.4000          1.4000
   2808.00          8.8769          9.0000          8.6000          0.0000          2.2000          2.2000
   2809.00          9.0200          9.4000          9.0000         -0.6000          0.0000          0.6000
   2810.00          8.2024          8.2000          8.2000         -0.2000          0.0000          0.2000
   2811.00          7.4673          7.8000          7.4000         -1.0000          0.0000          1.0000
   2812.00          7.2277          7.4000          7.0000          0.0000          1.8000          1.8000
   2813.00          7.6368          8.2000          5.4000          0.0000          5.4000          5.4000
   2814.00          9.4021          9.8000          4.6000          0.0000          8.2000          8.2000
   2815.00          9.7201         10.2000          7.8000          0.0000          5.8000          5.8000
   2816.00          9.3338          9.8000          6.6000          0.0000          6.6000          6.6000
   2817.00          8.2801          8.6000          6.6000          0.0000          5.0000          5.0000
   2818.00          7.6158          8.2000          6.6000          0.0000          3.8000          3.8000
   2819.00          8.2024          9.0000          5.8000          0.0000          5.8000          5.8000
